w_geocode,C000,CA01,CA02,CA03,CE01,CE02,CE03,CNS01,CNS02,CNS03,CNS04,CNS05,CNS06,CNS07,CNS08,CNS09,CNS10,CNS11,CNS12,CNS13,CNS14,CNS15,CNS16,CNS17,CNS18,CNS19,CNS20,CR01,CR02,CR03,CR04,CR05,CR07,CT01,CT02,CD01,CD02,CD03,CD04,CS01,CS02,CFA01,CFA02,CFA03,CFA04,CFA05,CFS01,CFS02,CFS03,CFS04,CFS05,createdate
211170653006022,6,0,5,1,3,1,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,6,0,0,0,0,0,6,0,0,1,4,1,3,3,0,0,0,0,0,0,0,0,0,0,20211018
211170653006023,20,1,6,13,12,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,0,0,0,16,4,0,0,0,0,20,0,1,8,4,6,8,12,0,0,0,0,0,0,0,0,0,0,20211018
211170654001008,24,1,15,8,1,8,15,0,0,0,0,0,0,0,0,0,11,0,9,0,1,0,3,0,0,0,0,24,0,0,0,0,0,24,0,1,7,4,11,7,17,0,0,0,0,0,0,0,0,0,0,20211018
211170654001023,882,159,508,215,134,327,421,0,0,0,5,33,41,0,0,0,30,2,8,112,1,61,450,0,93,43,3,820,34,2,20,0,6,862,20,55,181,244,243,261,621,0,0,0,0,0,0,0,0,0,0,20211018
211170654001026,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170654001027,26,2,12,12,1,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,26,0,0,0,0,0,26,0,0,7,8,9,3,23,0,0,0,0,0,0,0,0,0,0,20211018
211170654001028,173,31,106,36,36,69,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,173,0,0,0,0,168,2,0,2,0,1,171,2,9,42,41,50,30,143,0,0,0,0,0,0,0,0,0,0,20211018
211170654001029,765,268,312,185,429,95,241,0,0,0,0,0,0,7,4,0,0,0,0,0,3,522,63,134,30,0,2,703,32,3,15,0,12,750,15,40,113,172,172,335,430,0,0,0,0,0,0,0,0,0,0,20211018
211170654001030,184,38,98,48,30,86,68,0,0,0,0,0,0,0,0,0,0,0,0,0,73,0,111,0,0,0,0,152,20,3,5,0,4,180,4,11,49,44,42,35,149,0,0,0,0,0,0,0,0,0,0,20211018
211170654001036,111,19,67,25,22,24,65,0,0,0,0,1,0,0,0,0,1,0,13,32,0,0,63,0,0,1,0,105,6,0,0,0,0,110,1,6,23,35,28,42,69,0,0,0,0,0,0,0,0,0,0,20211018
211170654001037,39,15,17,7,14,16,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,36,1,0,2,0,0,36,3,1,5,7,11,9,30,0,0,0,0,0,0,0,0,0,0,20211018
211170654001038,2,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,0,0,0,0,0,2,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,20211018
211170654001039,115,14,71,30,32,21,62,0,0,0,0,0,0,0,0,0,58,0,13,0,43,0,0,0,0,1,0,95,16,1,1,0,2,113,2,10,26,31,34,26,89,0,0,0,0,0,0,0,0,0,0,20211018
211170654001042,349,50,203,96,35,124,190,0,0,0,0,0,0,0,0,0,0,0,5,174,9,0,161,0,0,0,0,326,5,0,11,0,7,342,7,17,86,91,105,65,284,0,0,0,0,0,0,0,0,0,0,20211018
211170654001044,99,13,50,36,7,10,82,0,0,0,0,0,0,0,0,0,0,0,87,0,0,0,11,0,0,0,1,92,3,2,0,0,2,99,0,5,16,29,36,36,63,0,0,0,0,0,0,0,0,0,0,20211018
211170654001045,119,11,70,38,36,31,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88,31,0,0,0,0,116,2,0,1,0,0,118,1,6,29,40,33,39,80,0,0,0,0,0,0,0,0,0,0,20211018
211170654001049,409,99,236,74,79,146,184,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,387,0,0,0,5,383,18,0,2,0,6,401,8,21,60,128,101,94,315,0,0,0,0,0,0,0,0,0,0,20211018
211170654001050,177,13,108,56,16,38,123,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,176,0,0,0,1,168,2,1,5,0,1,176,1,7,39,50,68,58,119,0,0,0,0,0,0,0,0,0,0,20211018
211170654001051,4307,901,2335,1071,479,1171,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4290,0,0,0,13,4088,115,6,65,1,32,4247,60,223,745,1249,1189,854,3453,0,0,0,0,0,0,0,0,0,0,20211018
211170654001056,201,53,91,57,46,61,94,0,0,0,0,0,39,0,0,0,0,0,18,0,0,0,71,72,0,0,1,180,10,0,5,0,6,200,1,10,43,45,50,101,100,0,0,0,0,0,0,0,0,0,0,20211018
211170654001066,239,47,146,46,41,116,82,0,0,0,0,7,0,9,0,0,0,2,6,0,0,0,120,0,0,94,1,212,13,2,6,1,5,184,55,23,56,51,62,101,138,0,0,0,0,0,0,0,0,0,0,20211018
211170655011000,27,8,14,5,2,7,18,0,0,0,8,0,6,0,0,1,0,0,11,0,0,0,1,0,0,0,0,27,0,0,0,0,0,27,0,1,2,11,5,18,9,0,0,0,0,0,0,0,0,0,0,20211018
211170655011001,4,0,3,1,0,0,4,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,0,0,3,4,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655011004,7,0,2,5,1,2,4,0,0,0,0,0,4,0,0,0,0,0,0,0,2,0,0,0,0,1,0,7,0,0,0,0,0,7,0,0,3,1,3,5,2,0,0,0,0,0,0,0,0,0,0,20211018
211170655011006,3,0,1,2,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,0,3,0,0,0,1,2,1,2,0,0,0,0,0,0,0,0,0,0,20211018
211170655011008,2,0,2,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655011009,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655011011,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170655011012,6,0,6,0,0,0,6,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,0,0,20211018
211170655012000,93,11,67,15,22,16,55,0,0,0,0,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,86,89,3,1,0,0,0,92,1,3,26,22,31,67,26,0,0,0,0,0,0,0,0,0,0,20211018
211170655012004,6,0,2,4,2,2,2,0,0,0,0,0,1,0,0,0,0,3,2,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1,3,1,1,5,1,0,0,0,0,0,0,0,0,0,0,20211018
211170655012007,23,3,15,5,13,7,3,0,0,0,5,0,5,0,0,0,0,0,1,1,1,0,1,0,0,9,0,23,0,0,0,0,0,23,0,0,3,9,8,14,9,0,0,0,0,0,0,0,0,0,0,20211018
211170655012010,4,0,4,0,1,0,3,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,0,3,1,4,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655021000,130,58,48,24,63,37,30,0,0,0,22,0,0,1,0,0,21,0,1,0,0,10,14,0,55,6,0,123,2,0,2,0,3,129,1,6,27,17,22,64,66,0,0,0,0,0,0,0,0,0,0,20211018
211170655021001,2,0,0,2,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20211018
211170655021002,24,1,21,2,4,3,17,0,0,0,3,0,9,0,0,0,1,7,2,0,0,0,2,0,0,0,0,24,0,0,0,0,0,24,0,2,7,8,6,15,9,0,0,0,0,0,0,0,0,0,0,20211018
211170655021004,16,0,12,4,0,2,14,0,0,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,0,0,0,0,16,0,2,3,4,7,12,4,0,0,0,0,0,0,0,0,0,0,20211018
211170655021020,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,2,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655021022,17,6,7,4,2,8,7,0,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,16,1,1,4,4,2,17,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655021027,8,0,8,0,2,0,6,0,0,0,1,0,4,0,0,0,0,3,0,0,0,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,2,4,2,5,3,0,0,0,0,0,0,0,0,0,0,20211018
211170655021030,8,2,3,3,3,2,3,0,0,0,2,0,2,1,0,0,0,0,1,0,2,0,0,0,0,0,0,8,0,0,0,0,0,8,0,0,3,0,3,5,3,0,0,0,0,0,0,0,0,0,0,20211018
211170655022000,244,55,117,72,65,83,96,0,0,0,68,22,8,12,0,0,0,0,3,0,19,2,50,0,60,0,0,223,14,2,0,0,5,242,2,22,61,58,48,144,100,0,0,0,0,0,0,0,0,0,0,20211018
211170655022001,73,17,39,17,12,18,43,0,0,0,17,0,15,5,0,0,0,1,0,11,11,0,0,0,8,3,2,68,4,0,1,0,0,73,0,5,16,17,18,54,19,0,0,0,0,0,0,0,0,0,0,20211018
211170655022008,26,4,14,8,4,4,18,0,0,0,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,0,0,26,0,5,7,6,4,23,3,0,0,0,0,0,0,0,0,0,0,20211018
211170655022020,2,2,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,20211018
211170655022022,4,0,4,0,0,3,1,0,0,0,1,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,0,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,20211018
211170655022023,43,10,17,16,10,7,26,0,0,0,6,0,16,0,0,0,0,0,11,0,0,0,2,2,0,6,0,41,0,0,2,0,0,43,0,0,4,12,17,26,17,0,0,0,0,0,0,0,0,0,0,20211018
211170655022028,6,0,3,3,1,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,6,0,0,0,0,0,5,1,0,0,3,3,5,1,0,0,0,0,0,0,0,0,0,0,20211018
211170656001001,3,0,2,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,3,0,0,0,0,0,3,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,20211018
211170656001005,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170656001006,2,0,0,2,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,20211018
211170656001007,39,9,25,5,12,10,17,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,37,35,0,2,2,0,0,39,0,0,12,15,3,26,13,0,0,0,0,0,0,0,0,0,0,20211018
211170656001010,25,2,18,5,0,10,15,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,13,0,0,0,0,21,1,0,0,0,3,24,1,3,8,8,4,3,22,0,0,0,0,0,0,0,0,0,0,20211018
211170656001011,78,20,48,10,13,23,42,0,0,0,3,0,0,3,2,0,0,0,0,0,70,0,0,0,0,0,0,70,6,0,1,0,1,65,13,20,13,18,7,60,18,0,0,0,0,0,0,0,0,0,0,20211018
211170656002001,121,33,82,6,7,31,83,0,0,0,75,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,37,117,3,0,0,0,1,120,1,9,24,23,32,90,31,0,0,0,0,0,0,0,0,0,0,20211018
211170656002002,18,7,9,2,6,10,2,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,17,0,0,0,0,1,18,0,2,1,6,2,15,3,0,0,0,0,0,0,0,0,0,0,20211018
211170656002003,3,0,2,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,0,0,0,0,0,3,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656002004,10,5,4,1,0,6,4,0,0,0,2,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,0,10,0,2,2,0,1,10,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656002009,15,5,8,2,2,5,8,0,0,0,14,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,1,0,0,0,0,14,1,1,5,3,1,12,3,0,0,0,0,0,0,0,0,0,0,20211018
211170656002010,28,2,21,5,7,18,3,0,0,0,2,10,0,0,0,0,0,0,0,0,16,0,0,0,0,0,0,26,0,0,0,2,0,25,3,9,8,5,4,23,5,0,0,0,0,0,0,0,0,0,0,20211018
211170656002011,59,16,36,7,12,23,24,0,0,0,43,6,0,0,0,0,0,0,0,0,0,0,10,0,0,0,0,58,0,0,0,0,1,59,0,5,18,14,6,43,16,0,0,0,0,0,0,0,0,0,0,20211018
211170656002012,5,1,4,0,0,2,3,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,1,2,1,2,3,0,0,0,0,0,0,0,0,0,0,20211018
211170656002014,10,2,5,3,5,2,3,0,0,0,7,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,10,0,0,0,0,0,10,0,0,2,3,3,9,1,0,0,0,0,0,0,0,0,0,0,20211018
211170656002015,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656002016,2,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,1,1,0,2,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656002017,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656002019,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003005,11,2,5,4,4,5,2,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,2,2,0,10,1,0,0,0,0,9,2,3,1,5,0,9,2,0,0,0,0,0,0,0,0,0,0,20211018
211170656003007,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003008,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003011,6,1,5,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,5,0,0,0,0,4,2,0,0,0,0,6,0,0,1,1,3,5,1,0,0,0,0,0,0,0,0,0,0,20211018
211170656003013,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003015,6,1,5,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,6,0,0,0,0,0,6,0,1,2,1,1,5,1,0,0,0,0,0,0,0,0,0,0,20211018
211170656003016,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003017,12,0,7,5,0,6,6,0,0,0,0,11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,10,2,2,2,5,3,2,10,0,0,0,0,0,0,0,0,0,0,20211018
211170656003022,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170656003023,71,2,58,11,2,1,68,0,0,0,0,0,71,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,2,0,2,0,1,71,0,2,7,14,46,33,38,0,0,0,0,0,0,0,0,0,0,20211018
211170656003027,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170657001000,31,7,15,9,6,6,19,0,0,0,0,0,15,0,0,0,0,0,0,0,0,0,6,0,0,10,0,31,0,0,0,0,0,31,0,2,9,9,4,20,11,0,0,0,0,0,0,0,0,0,0,20211018
211170657001001,10,2,8,0,2,1,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,0,10,0,0,0,0,0,10,0,1,4,2,1,10,0,0,0,0,0,0,0,0,0,0,0,20211018
211170657001003,15,4,7,4,6,7,2,0,0,0,0,0,2,13,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,0,0,0,1,14,1,2,5,2,2,11,4,0,0,0,0,0,0,0,0,0,0,20211018
211170657001005,30,7,18,5,10,7,13,0,0,0,0,0,0,11,0,0,10,0,4,0,0,5,0,0,0,0,0,27,2,0,1,0,0,30,0,2,6,4,11,6,24,0,0,0,0,0,0,0,0,0,0,20211018
211170657001007,9,0,5,4,7,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,9,0,0,0,0,0,9,0,1,2,4,2,2,7,0,0,0,0,0,0,0,0,0,0,20211018
211170657001009,22,0,8,14,11,8,3,0,0,0,5,0,0,17,0,0,0,0,0,0,0,0,0,0,0,0,0,21,0,0,1,0,0,22,0,1,9,7,5,8,14,0,0,0,0,0,0,0,0,0,0,20211018
211170657001010,6,2,1,3,2,4,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,4,0,0,0,0,6,0,0,0,0,0,6,0,0,1,3,0,1,5,0,0,0,0,0,0,0,0,0,0,20211018
211170657001013,11,2,5,4,4,2,5,0,0,0,0,0,0,0,0,0,4,0,7,0,0,0,0,0,0,0,0,10,1,0,0,0,0,11,0,2,2,2,3,5,6,0,0,0,0,0,0,0,0,0,0,20211018
211170657001014,52,15,25,12,26,21,5,0,0,0,0,0,0,33,0,0,0,5,0,0,0,0,0,0,0,14,0,51,1,0,0,0,0,51,1,1,14,8,14,18,34,0,0,0,0,0,0,0,0,0,0,20211018
211170657001016,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170657001020,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170657001026,24,3,16,5,2,8,14,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,22,0,21,2,0,1,0,0,24,0,0,7,9,5,19,5,0,0,0,0,0,0,0,0,0,0,20211018
211170657001029,7,0,6,1,0,0,7,0,0,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0,0,7,0,0,3,2,2,5,2,0,0,0,0,0,0,0,0,0,0,20211018
211170657001032,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170658001002,18,3,11,4,3,6,9,0,0,0,4,0,3,1,2,0,0,0,5,0,0,0,1,0,2,0,0,18,0,0,0,0,0,18,0,1,2,7,5,11,7,0,0,0,0,0,0,0,0,0,0,20211018
211170658001005,17,4,12,1,0,5,12,0,0,0,16,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,15,2,1,3,4,5,14,3,0,0,0,0,0,0,0,0,0,0,20211018
211170658001010,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,1,1,1,0,0,0,0,0,0,0,0,0,0,20211018
211170658001021,12,3,5,4,3,5,4,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,0,12,0,0,0,0,0,12,0,2,1,3,3,6,6,0,0,0,0,0,0,0,0,0,0,20211018
211170658002003,5,2,3,0,0,2,3,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,0,5,0,0,0,0,0,5,0,0,0,0,3,3,2,0,0,0,0,0,0,0,0,0,0,20211018
211170658002007,6,0,4,2,0,3,3,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,6,0,0,0,0,0,6,0,0,1,3,2,5,1,0,0,0,0,0,0,0,0,0,0,20211018
211170658002011,21,0,18,3,0,1,20,0,0,0,0,0,16,0,0,0,0,0,0,0,4,0,1,0,0,0,0,18,0,1,1,0,1,20,1,1,2,6,12,8,13,0,0,0,0,0,0,0,0,0,0,20211018
211170658002021,12,4,4,4,6,3,3,0,0,0,0,0,0,0,5,0,0,0,3,0,0,0,4,0,0,0,0,12,0,0,0,0,0,12,0,1,4,3,0,5,7,0,0,0,0,0,0,0,0,0,0,20211018
211170658002028,2,0,0,2,0,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,20211018
211170658002029,4,0,4,0,0,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,4,0,1,1,0,2,2,2,0,0,0,0,0,0,0,0,0,0,20211018
211170658002031,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170658002032,3,2,1,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,20211018
211170658002034,19,2,5,12,14,5,0,0,0,0,0,0,0,14,0,0,2,0,0,0,0,0,0,0,0,3,0,19,0,0,0,0,0,18,1,1,10,5,1,7,12,0,0,0,0,0,0,0,0,0,0,20211018
211170659001030,6,0,5,1,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,2,0,6,0,0,0,0,0,6,0,1,2,2,1,4,2,0,0,0,0,0,0,0,0,0,0,20211018
211170659001055,246,51,149,46,3,43,200,0,0,0,0,246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,229,13,1,2,0,1,214,32,42,73,54,26,223,23,0,0,0,0,0,0,0,0,0,0,20211018
211170659001067,39,2,24,13,1,2,36,0,0,0,0,0,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39,0,0,0,0,0,36,3,6,15,8,8,33,6,0,0,0,0,0,0,0,0,0,0,20211018
211170659001072,3,0,3,0,2,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,3,0,0,1,1,1,1,2,0,0,0,0,0,0,0,0,0,0,20211018
211170659002003,17,3,13,1,15,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,0,0,0,0,0,0,16,0,0,0,0,1,17,0,0,7,5,2,11,6,0,0,0,0,0,0,0,0,0,0,20211018
211170659002004,1,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170659002005,31,7,17,7,4,5,22,0,0,0,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,0,1,30,1,3,11,8,2,29,2,0,0,0,0,0,0,0,0,0,0,20211018
211170659002017,2,0,1,1,0,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0,20211018
211170659002023,4,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,0,0,4,0,0,2,2,0,1,3,0,0,0,0,0,0,0,0,0,0,20211018
211170659002028,7,1,4,2,1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,7,0,0,0,0,0,7,0,1,3,0,2,7,0,0,0,0,0,0,0,0,0,0,0,20211018
211170668001000,201,61,90,50,92,56,53,2,0,0,17,0,10,59,0,4,9,9,8,1,34,0,46,2,0,0,0,182,11,2,4,0,2,198,3,13,47,42,38,86,115,0,0,0,0,0,0,0,0,0,0,20211018
211170668001001,30,8,12,10,13,7,10,0,0,0,0,0,0,0,0,29,0,0,0,0,0,0,0,0,0,0,1,30,0,0,0,0,0,30,0,1,6,7,8,10,20,0,0,0,0,0,0,0,0,0,0,20211018
211170668001002,7,1,4,2,5,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,2,0,3,0,0,0,0,5,0,2,0,0,0,7,0,0,1,0,5,6,1,0,0,0,0,0,0,0,0,0,0,20211018
211170668001008,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
211170668001010,4,1,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,4,0,0,0,0,0,4,0,0,1,0,2,0,4,0,0,0,0,0,0,0,0,0,0,20211018
211170668001011,1,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,20211018
211170668002000,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,20211018
